Gender,Age,Employment Type,Credit Score,Source of Lead,Loan Period,Value of Collateral,Monthly Income,Bank Account Type,Existing EMI,Loan Amount,Estimated EMI,New Debt to Income ratio,Loan Approved
Male,63,Salaried,803,Walk-in,5,180957,26676,Savings,5528,438125,89164.38345507771,3.549721976873508,0
Female,24,Salaried,674,Walk-in,5,22334,106263,Savings,46,48391,9848.225232010649,0.09311072745932873,0
Male,49,Salaried,545,Walk-in,1,365796,148326,Current,12120,287015,288689.25416666386,2.028027818229197,0
Female,42,Self Employed,608,Walk-in,30,71107,49343,Savings,1286,428748,15620.10736915534,0.3426242297621819,0
Female,49,Salaried,621,Walk-in,20,301986,171480,Current,19085,213829,11358.360000245068,0.17753300676606643,0
Female,57,Salaried,648,Walk-in,10,10694,57329,Savings,10140,299781,30948.288173375407,0.7167103590394984,0
Male,41,Salaried,587,Walk-in,10,357337,27094,Savings,942,256518,26481.975127369355,1.0121789003974813,0
Female,22,Salaried,645,Walk-in,10,78367,89295,Savings,10893,477984,49345.31065765566,0.6745989210779513,0
Male,23,Salaried,749,Walk-in,5,491498,29145,Savings,14002,481960,98085.40085594123,3.8458535205332383,0
Others,46,Business,763,Online,1,211808,174839,Savings,18674,448123,450737.05083332886,2.6848188952884016,0
Male,62,Salaried,626,Call,10,182645,191028,Savings,13142,357831,36941.15672896914,0.2621770459250431,0
Female,26,Business,679,Walk-in,1,392215,18187,Savings,17287,454478,457129.12166666216,26.08545233775016,0
Female,25,Business,624,Email,1,380209,61386,Savings,5452,53527,53839.2408333328,0.9658756203911771,0
Female,43,Salaried,574,Walk-in,10,156021,187075,Savings,19043,203832,21042.866208850646,0.21427698093732805,0
Male,51,Business,518,Walk-in,20,375994,62698,Savings,17515,17380,923.2063789488765,0.29407965770756445,0
Female,30,Salaried,577,Walk-in,20,433088,192139,Savings,2368,330115,17535.343716151227,0.10358825494122081,1
Male,18,Salaried,795,Online,1,81884,94570,Savings,19928,233986,235350.91833333098,2.6993646857706564,0
Female,41,Self Employed,804,Online,1,318079,98801,Current,8658,31126,31307.56833333302,0.40450570675735087,1
Male,41,Salaried,428,Walk-in,10,278639,176692,Savings,15763,470171,48538.725265323985,0.3639198450712199,0
Male,39,Salaried,711,Walk-in,20,338412,79156,Savings,4057,202141,10737.506366346654,0.18690315789512676,1
Female,44,Salaried,486,Walk-in,30,385317,96892,Savings,14559,56143,2045.3965686755114,0.17137014994711133,0
Male,24,Salaried,604,Walk-in,20,362917,169812,Savings,17519,216126,11480.374099925482,0.17077340882814807,0
Male,43,Business,602,Walk-in,10,96404,168407,Savings,9670,399079,41199.44858394123,0.3020625543115264,0
Male,50,Salaried,644,Walk-in,1,379030,69914,Savings,4383,255267,256756.05749999746,3.7351468589981613,0
Male,36,Salaried,700,Walk-in,1,283821,21870,Savings,5572,117264,117948.03999999884,5.647921353452165,0
Female,37,Business,534,Walk-in,1,142532,82698,Savings,14493,292774,294481.8483333304,3.736182837956546,0
Female,58,Business,729,Walk-in,10,113918,63629,Savings,659,199774,20623.933209736104,0.3344847979653319,0
Male,47,Salaried,619,Walk-in,1,89501,196882,Savings,185,204634,205827.69833333133,1.0463765013222708,0
Male,68,Business,780,Walk-in,10,188583,125979,Savings,18460,31975,3300.981430923503,0.17273499099789255,0
Male,30,Business,511,Walk-in,10,339025,110117,Current,17815,420561,43417.17127664173,0.5560646519305986,0
Male,48,Business,755,Call,1,426053,104957,Savings,13184,344155,346162.5708333299,3.42375040095782,0
Female,45,Salaried,734,Walk-in,20,38724,67044,Current,17130,297578,15807.014259772655,0.49127459966250003,0
Female,20,Salaried,844,Email,10,145833,53811,Current,3834,219200,22629.402022155806,0.49178424526873327,0
Male,34,Salaried,834,Walk-in,20,75153,83518,Savings,8724,116518,6189.307299330563,0.17856398979059082,0
Male,32,Business,792,Walk-in,20,235450,40451,Savings,7259,186834,9924.41545480635,0.42479581357213303,0
Male,29,Salaried,592,Walk-in,1,68108,104791,Current,19359,147506,148366.4516666652,1.60057115273893,0
Female,49,Salaried,520,Walk-in,5,493174,18515,Savings,19477,88017,17912.654010991326,2.019425007344927,0
Others,38,Salaried,598,Walk-in,1,313555,186667,Savings,2863,119940,120639.6499999988,0.6616201578211404,0
Male,29,Salaried,650,Walk-in,20,245861,96947,Savings,18817,245520,13041.750872239823,0.3286202860556781,0
Male,34,Salaried,566,Walk-in,10,218900,81171,Savings,18307,327857,33846.751180556275,0.6425170464889711,0
Female,59,Salaried,534,Walk-in,20,140995,66167,Savings,11316,262097,13922.302779249923,0.3814333849086391,0
Female,54,Salaried,669,Walk-in,1,366156,61477,Savings,640,136505,137301.2791666653,2.243786768493344,0
Male,33,Business,625,Walk-in,10,427345,189156,Savings,1484,482092,49769.40547292489,0.2709583913432558,1
Male,48,Salaried,740,Walk-in,30,57676,71677,Savings,3792,220780,8043.436482414182,0.1651218170740151,0
Male,28,Salaried,711,Email,10,420044,77649,Savings,18309,14414,1488.0483610736942,0.2549556125780589,1
Female,50,Salaried,794,Walk-in,1,30182,84158,Savings,10071,65115,65494.837499999354,0.8979043881746163,0
Male,58,Salaried,850,Walk-in,10,445628,125825,Savings,1331,398299,41118.92425192808,0.33737273397121464,1
Male,52,Salaried,627,Walk-in,1,83042,169871,Current,5452,357967,360055.14083332976,2.1516747463270938,0
Female,56,Salaried,738,Walk-in,1,264101,45649,Savings,15895,76312,76757.15333333258,2.0296644687360637,0
Male,26,Salaried,592,Online,5,226714,142304,Savings,18524,335725,68324.59374711775,0.6103032504154328,0
Female,66,Salaried,672,Walk-in,5,308153,140956,Savings,7575,488544,99425.33420982023,0.7591045021838037,0
Male,46,Business,626,Online,20,456409,132083,Current,1643,176468,9373.784998869409,0.08340804644707804,1
Male,33,Salaried,684,Walk-in,5,319947,92737,Savings,6859,419956,85466.74537691438,0.9955653663253542,0
Female,57,Salaried,410,Walk-in,10,156865,18470,Savings,3710,303927,31376.305968922206,1.8996375727624368,0
Male,56,Salaried,850,Walk-in,1,88618,21900,Savings,9987,400774,403111.8483333293,18.862961111110927,0
Others,34,Business,580,Walk-in,1,316281,176777,Savings,13620,179337,180383.1324999982,1.0974455528716869,0
Female,36,Business,511,Call,1,55931,136250,Savings,19136,498796,501705.64333332836,3.822690960244612,0
Male,38,Business,694,Walk-in,1,472083,188975,Savings,15776,42161,42406.93916666625,0.3078869647660603,1
Female,43,Business,625,Call,5,385334,21132,Savings,6193,286193,58244.15953017759,3.049269332300662,0
Male,46,Business,537,Walk-in,10,428873,181477,Savings,8430,120192,12408.180145287182,0.11482546077622609,1
Female,35,Salaried,808,Online,30,415559,53735,Savings,7402,131654,4796.406316947897,0.2270104460211761,1
Male,25,Business,534,Walk-in,5,440999,119562,Savings,318,484882,98680.067511475,0.8280061182606095,0
Female,26,Salaried,639,Call,1,46637,173338,Savings,8753,254595,256080.13749999748,1.5278423513597568,0
Male,37,Salaried,797,Walk-in,1,433123,186746,Savings,5212,64091,64464.864166666026,0.37311034328267284,1
Male,35,Business,579,Email,20,263902,192279,Savings,10569,68102,3617.5029240032445,0.07378082330365378,0
Female,55,Salaried,755,Walk-in,10,63566,166560,Savings,15779,244352,25226.00202061047,0.24618757216985152,0
Female,36,Salaried,475,Walk-in,20,294057,160525,Savings,19797,175423,9318.27575456552,0.18137533564594624,0
Male,51,Salaried,785,Walk-in,1,368529,84074,Savings,13787,162868,163818.06333333172,2.1124849933788297,0
Male,58,Business,522,Walk-in,1,233717,30191,Savings,12230,120628,121331.66333333214,4.423890011372003,0
Female,32,Business,699,Walk-in,1,457486,17747,Savings,19043,9257,9310.999166666574,1.5976784339137078,0
Female,57,Salaried,510,Walk-in,20,499666,164130,Savings,15358,420737,22349.084134626777,0.22973913443384378,1
Male,56,Business,471,Walk-in,1,164311,125030,Current,1507,69964,70372.12333333264,0.5748950118638138,0
Male,20,Business,848,Walk-in,10,457826,89659,Savings,7089,435686,44978.620663435104,0.5807294377969318,1
Male,35,Business,800,Online,10,53569,62326,Savings,13736,108257,11176.054629162962,0.39970565460903895,0
Female,45,Salaried,709,Walk-in,10,487564,111583,Current,2020,269056,27776.352146319125,0.2670330798268475,1
Male,22,Business,571,Walk-in,1,494700,121369,Savings,16325,414572,416990.33666666254,3.5702307563435682,0
Male,45,Salaried,729,Walk-in,10,469304,93840,Savings,16538,375411,38756.05128895772,0.5892375457050055,1
Female,36,Business,492,Walk-in,1,40584,185866,Savings,7378,17307,17407.95749999983,0.1333539081919223,0
Male,63,Salaried,786,Walk-in,30,443512,91861,Savings,17988,28109,1024.0644808595898,0.20696557277690847,1
Female,48,Business,672,Walk-in,1,278626,72335,Savings,9876,431385,433901.41249999567,6.1350302412386215,0
Male,65,Salaried,538,Call,1,118337,179986,Savings,18920,460367,463052.4741666621,2.6778331323917532,0
Male,29,Salaried,758,Walk-in,5,459245,36068,Savings,9471,84291,17154.362444078644,0.7381990252877522,0
Male,21,Salaried,598,Walk-in,20,488591,172967,Savings,12343,188668,10021.835506532025,0.12930117020317183,1
Female,57,Business,523,Walk-in,5,133229,191080,Savings,19283,100926,20539.810703765303,0.20840909934982887,0
Male,43,Salaried,571,Walk-in,5,233955,191629,Savings,868,294075,59848.25349969067,0.31684271952413606,0
Female,19,Business,508,Walk-in,1,247937,136489,Current,3013,375200,377388.66666666296,2.7870499942608045,0
Female,52,Salaried,724,Walk-in,1,107919,157604,Savings,19694,365001,367130.1724999964,2.454405805055686,0
Female,47,Business,638,Walk-in,10,340807,15892,Current,682,118947,12279.650923035433,0.8156085403369893,0
Male,67,Salaried,659,Walk-in,1,434681,74959,Savings,10455,428256,430754.1599999958,5.886006483544281,0
Male,32,Business,624,Walk-in,10,318208,136516,Savings,1461,401563,41455.887610506164,0.3143725835104029,0
Male,32,Business,630,Walk-in,20,209105,116927,Savings,16529,88269,4688.751660727179,0.1814615243761251,0
Male,40,Salaried,465,Walk-in,20,194293,113663,Current,18358,282028,14981.015456973171,0.2933145830830892,0
Male,33,Self Employed,725,Email,1,336232,194447,Savings,5627,352151,354205.2141666631,1.8505413514565054,0
Female,38,Salaried,571,Walk-in,5,499865,102680,Current,1820,125738,25589.389436518257,0.2669399049135007,1
Male,28,Salaried,580,Online,20,417707,195514,Savings,6962,367678,19530.648734129172,0.13550256623121196,1
Male,29,Salaried,605,Walk-in,20,212612,36339,Savings,8796,59115,3140.1234229898064,0.328465929799659,0
Male,38,Salaried,721,Walk-in,1,344596,197337,Savings,1606,432775,435299.52083332906,2.2140071088205917,0
Female,43,Business,581,Walk-in,10,316962,71092,Savings,17931,127048,13115.968376418115,0.4367153600463922,0
Male,42,Business,542,Walk-in,20,81255,129090,Savings,6973,197333,10482.110723654696,0.1352165986804144,0
Female,63,Salaried,821,Online,5,174043,140084,Savings,2772,487317,99175.62305775317,0.7277606511646809,0
Male,46,Salaried,663,Walk-in,20,428341,102594,Savings,18371,271263,14409.190562302017,0.3195137197331424,1
Female,59,Salaried,644,Walk-in,5,358873,103184,Savings,9577,119258,24270.621494061415,0.32803168605657285,0
Female,52,Salaried,610,Online,1,121467,152407,Savings,19280,487085,489926.32916666183,3.3410954166584332,0
Male,37,Salaried,827,Walk-in,1,177903,135161,Savings,10011,113779,114442.7108333322,0.9207812226406449,0
Male,26,Salaried,795,Walk-in,1,264113,98486,Savings,6975,425689,428172.1858333291,4.418365918336912,0
Male,18,Salaried,808,Walk-in,1,365419,189436,Savings,10846,80528,80997.74666666586,0.4848273119505577,1
Male,35,Business,587,Walk-in,20,305451,142506,Savings,10311,53883,2862.20536921187,0.092439654254641,0
Female,38,Salaried,570,Walk-in,10,274772,48247,Savings,9137,228734,23613.65712653187,0.6788123018328989,0
Female,44,Salaried,429,Walk-in,10,121859,183732,Savings,9497,25734,2656.683538495244,0.06614897534721902,0
Female,45,Self Employed,594,Walk-in,10,82554,48867,Savings,6582,181504,18737.805586812807,0.5181370983856756,0
Female,55,Salaried,744,Walk-in,5,133673,59722,Savings,11986,369492,75196.63651146035,1.4598077176159598,0
Male,33,Salaried,483,Walk-in,1,378024,160374,Savings,11514,327874,329786.59833333007,2.1281541791894574,0
Male,40,Business,464,Walk-in,20,389539,192489,Current,1350,143546,7625.004768273614,0.046626065740242896,0
Female,18,Business,712,Walk-in,10,15639,190409,Current,12912,358388,36998.65936093237,0.2621234256833047,0
Male,34,Salaried,541,Walk-in,5,156384,97836,Savings,16012,297658,60577.44262589791,0.7828349751205886,0
Female,31,Salaried,692,Walk-in,30,321924,183584,Savings,12625,327834,11943.617881038912,0.13382766407224436,1
Male,25,Salaried,466,Online,5,320696,25401,Savings,7985,334021,67977.80662150873,2.990543940061759,0
Male,45,Salaried,491,Online,20,324930,134585,Savings,15999,319110,16950.770286903105,0.24482498262735897,0
Others,30,Business,809,Walk-in,20,190474,135878,Savings,13395,147580,7839.286386954844,0.15627464627794674,1
Male,58,Salaried,631,Walk-in,1,98911,90087,Savings,7280,258705,260214.11249999746,2.96928649527676,0
Others,54,Business,640,Email,1,104725,65459,Savings,19414,390445,392722.5958333294,6.29610284045478,0
Others,28,Salaried,547,Walk-in,30,201866,33605,Current,17059,111626,4066.7480785667426,0.6286489533868991,0
Female,32,Salaried,689,Walk-in,5,35833,52742,Current,368,136065,27691.074088023164,0.532006258542019,0
Female,42,Business,747,Walk-in,1,61093,119418,Savings,6770,43312,43564.6533333329,0.42149971807711484,0
Female,65,Salaried,533,Walk-in,5,335546,157085,Savings,9395,290840,59189.88709631909,0.43661003339796345,0
Female,51,Self Employed,766,Walk-in,10,171093,191357,Savings,3360,304226,31407.173629527242,0.1816874931647509,0
Male,42,Business,756,Call,20,30595,162573,Savings,17855,309712,16451.558920426607,0.21102248786961308,0
Male,54,Salaried,628,Walk-in,20,315622,123596,Savings,17732,454106,24121.60851087218,0.3386323870584176,0
Female,37,Salaried,504,Walk-in,20,398786,19667,Current,19400,109284,5805.0452196230735,1.281590746917327,0
Male,54,Salaried,632,Walk-in,20,313333,123456,Savings,17053,388758,20650.395021139662,0.3053994542277383,0
Male,46,Self Employed,542,Walk-in,1,18569,117922,Savings,5727,337393,339361.12583333,2.926410049298095,0
Male,26,Salaried,713,Walk-in,10,418788,169254,Savings,17638,219627,22673.483932116847,0.2381715287799216,1
Female,24,Salaried,715,Walk-in,1,138577,43784,Savings,12611,81471,81946.24749999918,2.1596301731225833,0
Female,25,Salaried,641,Walk-in,1,263323,186498,Savings,2008,345811,347828.2308333299,1.8758176003674565,0
Male,45,Salaried,701,Walk-in,20,348766,90095,Savings,17210,477141,25345.2022357909,0.4723370024506454,0
Female,47,Salaried,660,Walk-in,5,228368,141474,Savings,18695,379414,77215.89816656172,0.6779401032455555,0
Female,50,Salaried,737,Call,20,187159,121594,Savings,8740,137466,7302.041892323719,0.13193119637748343,0
Female,59,Salaried,715,Call,1,206720,62576,Savings,1634,423910,426382.8083333291,6.839951552245735,0
Female,44,Salaried,558,Walk-in,20,289951,114350,Current,7908,122124,6487.091819490943,0.12588624240919058,0
Female,33,Salaried,685,Online,1,276560,43910,Savings,13623,498355,501262.0708333284,11.725918260836448,0
Male,47,Salaried,523,Online,1,150200,128260,Savings,15548,343434,345437.36499999656,2.8144812490253903,0
Female,32,Business,819,Walk-in,5,395476,69596,Current,10304,275382,56043.97431013115,0.9533302820583244,0
Male,54,Business,766,Online,5,301032,166259,Savings,4719,165494,33680.274979776616,0.2309605794560091,1
Female,27,Salaried,665,Walk-in,5,69034,67907,Savings,4448,45715,9303.622915033102,0.20250670645195784,0
Others,47,Salaried,728,Walk-in,20,380245,199706,Savings,15280,27949,1484.619970382172,0.08394650120868763,1
Male,47,Salaried,610,Walk-in,10,136550,148241,Savings,1007,55203,5698.954743745744,0.04523684232935385,0
Male,43,Salaried,807,Walk-in,5,136870,179402,Savings,13448,117726,23958.83870272748,0.20850848208340755,0
Female,30,Self Employed,495,Walk-in,1,335777,86996,Savings,17394,46646,46918.1016666662,0.739253548055844,0
Male,58,Business,469,Walk-in,5,180429,166416,Savings,10965,388694,79104.50410884559,0.5412310361314152,0
Female,39,Self Employed,640,Walk-in,5,81231,149613,Current,7664,14802,3012.4078833713215,0.07136016177318362,0
Male,55,Business,747,Call,10,398596,181997,Savings,19184,433893,44793.51793612796,0.3515306182856199,1
Male,47,Salaried,761,Online,5,214801,158004,Current,13908,497277,101202.61822856645,0.7285297728447789,0
Others,41,Salaried,560,Online,20,418691,21548,Current,13749,422035,22418.032459130554,1.6784403405945125,0
Female,53,Salaried,723,Walk-in,1,303851,71273,Savings,5057,373693,375872.8758333296,5.344658928813571,0
Female,36,Business,480,Walk-in,10,294130,140039,Savings,4461,310234,32027.417458674656,0.2605589689920283,0
Male,22,Business,580,Walk-in,10,229083,120481,Savings,3152,380327,39263.56105328673,0.3520518675416599,0
Female,25,Salaried,654,Walk-in,1,144236,45617,Savings,3130,371976,374145.8599999963,8.270510116842324,0
Female,61,Salaried,628,Walk-in,20,393050,164882,Savings,15869,211735,11247.129036061011,0.164457788212546,1
Female,47,Self Employed,611,Walk-in,10,420421,97859,Savings,12625,241042,24884.28979117007,0.3832993367106763,0
Female,57,Salaried,733,Online,10,46804,23429,Savings,5534,142438,14704.775388831335,0.8638343671873036,0
Female,42,Self Employed,497,Walk-in,5,29008,88423,Savings,4469,211688,43081.38089549442,0.5377603213586332,0
Male,45,Business,693,Walk-in,20,435937,180625,Savings,3380,287166,15253.94033470846,0.10316368351395687,1
Male,38,Business,701,Walk-in,10,45836,188480,Savings,1630,340779,35180.770947574056,0.195303326334752,0
Female,50,Salaried,680,Email,5,78102,121333,Savings,9337,318629,64845.325731031,0.6113944741416679,0
Male,47,Salaried,583,Walk-in,1,248056,62704,Savings,10586,228205,229536.19583333106,3.8294557896359254,0
Female,22,Salaried,739,Walk-in,1,299840,196605,Savings,35,22987,23121.090833333103,0.11777976568924037,1
Male,64,Business,673,Online,1,59075,80897,Savings,17108,306879,308669.1274999969,4.027060675921195,0
Female,21,Business,748,Online,30,283677,40091,Savings,18890,488771,17806.85973795662,0.9153390970032331,0
Female,50,Salaried,663,Walk-in,5,315294,119169,Savings,3297,396256,80643.4737355213,0.704381791703558,0
Male,48,Salaried,699,Walk-in,20,399150,170977,Savings,890,410089,21783.4741505619,0.13261125268639581,1
Male,45,Salaried,619,Online,1,60303,149213,Savings,11041,457112,459778.4866666621,3.155351656133595,0
Male,58,Salaried,450,Call,5,476074,69790,Savings,1400,495656,100872.72272938088,1.4654352017392303,0
Female,34,Salaried,728,Walk-in,30,480386,192082,Savings,13499,274054,9984.309909192572,0.12225669198151087,1
Female,56,Salaried,782,Walk-in,1,438795,144401,Savings,7919,9364,9418.62333333324,0.12006581210194696,1
Male,47,Salaried,576,Walk-in,10,365003,97212,Savings,4101,22291,2301.2408780833716,0.06585854501587636,1
Female,58,Salaried,550,Online,20,498058,119334,Savings,7571,467203,24817.306666516222,0.27140887480949455,1
Male,55,Self Employed,431,Walk-in,20,318991,184245,Savings,19044,472999,25125.183776550035,0.23973070518358727,0
Male,40,Salaried,440,Walk-in,20,301468,162815,Savings,12596,68574,3642.575042004618,0.09973635747323414,0
Female,30,Salaried,680,Walk-in,20,313460,16609,Savings,11197,170980,9082.268508209372,1.2209807037274594,0
Male,26,Salaried,620,Online,10,480404,124067,Savings,14800,348549,35982.9171780127,0.4093184906382253,1
Male,47,Business,719,Walk-in,1,481388,49128,Savings,3749,474793,477562.62583332864,9.797093833116119,0
Male,37,Salaried,792,Walk-in,10,227563,15623,Savings,7105,120282,12417.471414365622,1.249598119078642,0
Male,47,Business,696,Email,30,497641,49333,Savings,13618,242323,8828.289060277435,0.45499542010981364,1
Male,41,Business,516,Walk-in,10,52025,49688,Savings,4703,383371,39577.81242078418,0.8911771941069108,0
Male,33,Business,687,Walk-in,5,296362,131199,Savings,16215,298976,60845.67351295934,0.5873571712662394,0
Female,36,Business,713,Online,10,201713,37871,Savings,600,472097,48737.5584236026,1.3027793938264793,0
Male,42,Salaried,659,Walk-in,10,103940,77693,Savings,13558,391641,40431.576812769716,0.6949091528550798,0
Female,49,Salaried,834,Walk-in,1,99507,37303,Savings,9751,45639,45905.22749999955,1.4920040613355374,0
Male,37,Salaried,686,Walk-in,10,301964,104849,Current,15179,299045,30872.30623957839,0.4392155026712548,0
Male,52,Salaried,731,Walk-in,10,91984,89302,Savings,4957,192257,19847.905769040186,0.2777642804085036,0
Female,56,Salaried,430,Email,10,52176,49769,Savings,14578,202025,20856.318173020194,0.7119756911535331,0
Others,19,Salaried,624,Walk-in,5,22528,111676,Savings,10231,468100,95264.70275679743,0.9446586800816418,0
Male,20,Salaried,431,Walk-in,1,313351,69827,Savings,4576,348328,350359.9133333299,5.083075505654402,0
Female,25,Salaried,494,Walk-in,10,2191,58668,Savings,11982,208519,21526.73485519118,0.5711586359717593,0
Female,51,Salaried,575,Walk-in,10,157326,49279,Savings,6012,244774,25269.567748956044,0.6347849540160321,0
Female,43,Business,535,Call,5,47378,25285,Savings,7940,189631,38592.48205185698,1.840319638198813,0
Female,53,Salaried,755,Walk-in,5,351896,60209,Savings,17774,199109,40521.38368127148,0.9682171051050753,0
Male,28,Salaried,599,Walk-in,5,305641,76700,Savings,7526,421542,85789.51790110211,1.2166299595971592,0
Male,47,Salaried,591,Walk-in,5,370305,148764,Current,4286,234324,47688.11409695322,0.3493729268973221,0
Female,37,Salaried,775,Online,30,316024,62390,Savings,13947,434847,15842.305571466437,0.4774692349970578,0
Male,33,Business,504,Walk-in,20,103994,185828,Savings,18341,198092,10522.427964254362,0.15532335258547883,0
Female,38,Business,451,Walk-in,20,217816,122850,Savings,19472,271674,14431.022427765078,0.27597087853288627,0
Male,26,Self Employed,711,Walk-in,10,192542,153711,Current,13534,25416,2623.8543877514235,0.10511840003481485,0
Male,38,Salaried,826,Walk-in,10,347075,139172,Savings,5189,401641,41463.94004370748,0.3352178602284043,1
Female,60,Business,688,Online,1,236995,194833,Savings,1827,235381,236754.055833331,1.2245413037490107,0
Male,63,Business,627,Walk-in,10,286963,84788,Savings,10631,91280,9423.411571999917,0.23652417290182476,0
Female,60,Salaried,830,Call,5,172171,125235,Savings,2005,178063,36238.23705828588,0.30537179748701143,0
Female,28,Salaried,811,Walk-in,10,35216,183549,Savings,17545,227201,23455.39584322911,0.22337575166974002,0
Female,34,Salaried,560,Walk-in,5,361172,66060,Current,6590,335659,68311.16185140754,1.1338353292674468,0
Female,56,Business,497,Walk-in,1,353820,108011,Savings,167,147940,148802.98333333185,1.379211222313763,0
Female,51,Business,728,Online,1,64469,81811,Savings,15105,444010,446600.0583333289,5.64355720298406,0
Female,59,Salaried,818,Walk-in,20,307363,47562,Savings,13587,198604,10549.624838018564,0.5074770791391986,0
Female,25,Salaried,621,Walk-in,5,278631,163072,Savings,10192,365887,74462.97008668307,0.5191263373643732,0
Male,51,Business,530,Email,5,36815,160164,Savings,8480,449205,91419.31382582181,0.6237313867399779,0
Male,47,Salaried,767,Walk-in,20,458814,45254,Savings,17421,401425,21323.2520523333,0.8561508828464511,0
Male,20,Salaried,642,Walk-in,10,428046,149743,Savings,6198,282861,29201.52958662871,0.23640189916476032,1
Male,51,Salaried,580,Walk-in,1,225053,74562,Savings,11556,280273,281907.92583333055,3.9358376362400493,0
Female,29,Business,545,Walk-in,1,216557,135471,Savings,10323,55046,55367.10166666612,0.48490157795148875,0
Female,35,Salaried,636,Online,5,92338,164167,Savings,12656,284178,57834.07968387349,0.4293803242056776,0
Female,43,Self Employed,779,Walk-in,10,255498,183592,Savings,3973,487931,50372.202363469456,0.2960107322948138,0
Male,37,Self Employed,520,Walk-in,20,301496,183772,Savings,9376,163215,8669.800295750338,0.0981966801022481,0
Female,56,Salaried,772,Walk-in,5,186892,179863,Savings,13183,374731,76262.84411185101,0.49729985662338005,0
Male,28,Salaried,668,Walk-in,20,53974,54733,Current,10545,228220,12122.794004816604,0.4141522300041402,0
Female,59,Business,791,Walk-in,1,212455,56357,Savings,11859,148505,149371.2791666652,2.860874055869993,0
Female,30,Salaried,457,Walk-in,1,473398,173734,Savings,12997,299137,300881.96583333035,1.806664014144211,0
Male,61,Salaried,481,Online,30,405480,89696,Savings,199,378119,13775.596337050312,0.15579954888791375,0
Male,54,Salaried,512,Online,1,398049,80997,Savings,16338,212315,213553.50416666458,2.838271839286203,0
Male,38,Salaried,665,Walk-in,20,20030,170785,Savings,19797,184710,9811.590923800171,0.17336763137160857,0
Female,50,Salaried,743,Walk-in,10,239358,163217,Savings,16562,200321,20680.403478468397,0.22817723324450515,0
Female,23,Self Employed,638,Walk-in,1,210899,123693,Savings,1724,323957,325846.74916666345,2.648256159739544,0
Female,30,Business,850,Walk-in,5,213121,171510,Savings,1179,141057,28707.01383628621,0.17425231086400914,1
Male,50,Business,722,Walk-in,10,494535,44452,Savings,17251,73098,7546.368745508874,0.5578459629602464,1
Male,34,Salaried,838,Walk-in,20,212433,71973,Savings,15531,200947,10674.08240682623,0.3640960138777907,0
Female,25,Business,571,Walk-in,5,260023,163902,Savings,977,489750,99670.77157688857,0.6140728702327523,0
Female,36,Salaried,443,Walk-in,5,384501,83342,Savings,13707,224067,45600.67539544399,0.7116180964632958,0
Male,28,Business,627,Walk-in,1,259334,62988,Savings,13522,330247,332173.44083333004,5.488274605215756,0
Male,31,Salaried,776,Walk-in,10,267434,71602,Savings,8857,386047,39854.07282138313,0.680303243224814,0
Female,38,Salaried,660,Email,1,246686,54415,Savings,10264,172623,173629.96749999828,3.3794719746393143,0
Male,47,Business,837,Walk-in,1,493500,100676,Savings,10715,114293,114959.70916666552,1.2483085260306876,0
Male,52,Business,783,Online,30,234901,36781,Savings,17166,218046,7943.831647995664,0.6826848548977913,0
Male,38,Salaried,666,Email,5,124605,23993,Savings,4297,374733,76263.25113899374,3.357656447255189,0
Female,56,Salaried,649,Walk-in,1,132891,186912,Savings,8038,15104,15192.106666666516,0.1242836557667058,0
Female,55,Salaried,631,Online,10,228376,95689,Savings,6732,252277,26044.14988112865,0.3425278755251769,0
Female,27,Salaried,772,Online,20,332787,25549,Savings,13159,161003,8552.301302065935,0.8497906494213446,0
Female,56,Salaried,709,Walk-in,1,274880,190289,Current,3550,215207,216462.37416666452,1.1562012211250494,0
Female,64,Salaried,476,Walk-in,1,157855,157559,Savings,19834,140941,141763.15583333193,1.025629483770092,0
Male,31,Business,645,Walk-in,1,273624,142549,Current,5590,370455,372615.9874999963,2.6531647889497387,0
Female,47,Salaried,850,Walk-in,1,299695,180887,Savings,5085,149368,150239.31333333184,0.8586814604329324,0
Male,39,Business,736,Walk-in,10,166735,121522,Savings,10674,147273,15203.923010989745,0.21294846209731363,0
Female,30,Salaried,493,Walk-in,10,280284,181268,Savings,12265,354905,36639.08724759674,0.269788860955032,0
Male,59,Salaried,790,Online,10,387561,184279,Savings,16147,63604,6566.24309405656,0.12325464699752312,1
Male,24,Salaried,850,Walk-in,10,346391,144662,Current,17343,236641,24429.946733234363,0.2887624029339727,1
Male,40,Salaried,566,Walk-in,20,108624,34451,Savings,8755,79451,4220.34925281169,0.37663200640944217,0
Male,54,Salaried,782,Walk-in,10,150652,100271,Savings,17108,201111,20761.960173712483,0.3776760995074596,0
Male,40,Self Employed,545,Call,20,420009,17332,Savings,7221,447068,23747.757734402552,1.7867965459498356,0
Male,44,Salaried,723,Online,5,167493,135004,Current,8438,387956,78954.3110931769,0.6473312723562036,0
Others,40,Business,698,Online,20,310861,146808,Savings,19012,30869,1639.7271410686346,0.14067167416672546,1
Male,50,Salaried,604,Online,5,403835,51615,Savings,13830,188613,38385.30523620558,1.0116304414647987,0
Female,64,Business,612,Walk-in,5,13147,65450,Savings,16257,412185,83885.241413823,1.5300571644587164,0
Female,30,Salaried,644,Walk-in,20,39022,98011,Savings,17631,66060,3509.0341423108616,0.21569042395558521,0
